company_id,company_name,domain,origins,source_count,primary_source_type,primary_source_url,primary_source_quote,all_sources,notes
c206,EcoRobotix,ecorobotix.com,1c,1,industry_news,https://agfundernews.com/from-experimentation-to-impact-farm-robotics-top-fundraises-in-2025,raised $150M AI software for precision spraying,https://agfundernews.com/from-experimentation-to-impact-farm-robotics-top-fundraises-in-2025,Precision spraying ag robotics
c159,Electric Sheep,sheeprobotics.ai,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,Electric Sheep was named Startup of the Year,https://www.therobotreport.com/rbr50-2024/,Outdoor maintenance robots
c242,Embodied AI,embodiedai.ch,1c,1,industry_news,https://www.startus-insights.com/innovators-guide/embodied-ai-startups/,multimodal AI systems soft robotic arms Helix Manipulator,https://www.startus-insights.com/innovators-guide/embodied-ai-startups/,Swiss soft manipulator VLA
c062,EmbodyX,embodyx.io,1a,1,gh_fork,https://github.com/embodyx,Physical AI for the Real World VLA models for manipulation,https://github.com/embodyx,United States; openvla fork
c065,Enactic,enactic.ai,1a,1,gh_fork,https://github.com/enactic,Enactic LeRobot fork end-to-end robotics learning,https://github.com/enactic,Japan
c129,Endiatx,endiatx.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Medical pill robots
c018,Enfuse,enfuse.io,1a,1,hf_model_card,https://huggingface.co/enfuse/edgevla-small-fmb,enfuse edgevla-small-fmb Robotics VLA model,https://huggingface.co/enfuse/edgevla-small-fmb,Edge VLA models for Physical AI
c237,EngineAI,engineai.com,1c,1,industry_news,https://www.scmp.com/tech/tech-trends/article/3307356/chinas-humanoid-robot-sector-enters-mass-production-unitree-agibot-among-pack,JD.com investor humanoid manufacturer mass production,https://www.scmp.com/tech/tech-trends/article/3307356/chinas-humanoid-robot-sector-enters-mass-production-unitree-agibot-among-pack,Chinese humanoid
c231,Engineered Arts,engineeredarts.co.uk,1c,1,humanoid_tracker,https://blog.robozaps.com/b/humanoid-robot-companies,Penryn Cornwall UK Ameca humanoid,https://blog.robozaps.com/b/humanoid-robot-companies,Expressive humanoid
c160,Exotec,exotec.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/,Skypod warehouse system
c043,Extend Robotics,extendrobotics.com,1a,1,gh_fork,https://github.com/Extend-Robotics,Robotic platforms and teleoperation with Vision Pro tracking,https://github.com/Extend-Robotics,UK; openvla fork
c161,FANUC,fanuc.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/,Industrial robot OEM
c108,Farm-ng,farm-ng.com,1b,1,vc_portfolio,https://a16z.com/portfolio/,electric micro-tractor for farming tasks,https://a16z.com/portfolio/,a16z portfolio - agricultural robots
c130,ForceN,forcen.ca,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Force/torque sensing for robots
c033,Forerunner.ai,forerunner.ai,1a,1,gh_fork,https://github.com/forerunnerai,Isaac GR00T fork; AI infrastructure and robotics technologies,https://github.com/forerunnerai,United States
c247,Formic,formic.co,1c,1,industry_news,https://standardbots.com/blog/robotics-industry,raised $59.1M Lux Capital Blackhorn Mitsubishi,https://standardbots.com/blog/robotics-industry,Robotics-as-a-service factory automation
c189,ForSight Robotics,for-sight.ai,1c,1,funding_news,https://news.crunchbase.com/robotics/startup-funding-rises-h1-2025-ai-apptronik-data/,$125M Series B June 2025 led by Eclipse Ventures,https://news.crunchbase.com/robotics/startup-funding-rises-h1-2025-ai-apptronik-data/,Israeli ophthalmic surgical robot platform
c101,Forterra,forterrarobotics.com,1b,1,vc_portfolio,https://a16z.com/american-dynamism-50-2025/,AI-powered military vehicles for autonomous navigation,https://a16z.com/american-dynamism-50-2025/,a16z American Dynamism 50
c249,Foundation,foundation.bot,1c,1,industry_news,https://sfstandard.com/2025/08/13/humanoid-robots-military-foundation-terminator/,SF startup building humanoid robots plans 50000 by 2027,https://sfstandard.com/2025/08/13/humanoid-robots-military-foundation-terminator/,US humanoid industrial defense
c083,Foundry Robotics,foundryrobotics.com,1b,1,vc_portfolio,https://www.khoslaventures.com/portfolio,AI-first assembly-focused robotics company San Francisco,https://www.khoslaventures.com/portfolio,Khosla seed Jan 2026
c182,Fourier Intelligence,fourierintelligence.com,1c,1,funding_news,https://humanoidroboticstechnology.com/articles/humanoid-funding-rounds-in-2025/,~$109M Series E January 7 2025,https://humanoidroboticstechnology.com/articles/humanoid-funding-rounds-in-2025/,Shanghai humanoid rehabilitation robotics
c048,FrodoBots,frodobots.com,1a,1,gh_fork,https://github.com/frodobots-org,Earth rover SDK; teleoperation and AI-powered robotics,https://github.com/frodobots-org,LeRobot fork
c178,Galbot,galbot.com,1c,1,funding_news,https://www.therobotreport.com/galbot-brings-in-300m-to-scale-mobile-manipulator-deployments/,raised over $300M total $800M valuation $3B,https://www.therobotreport.com/galbot-brings-in-300m-to-scale-mobile-manipulator-deployments/,Beijing mobile manipulator G1 warehouses hospitals
c245,Gausium,gausium.com,1c,1,industry_news,https://gausium.com/,autonomous cleaning service robot,https://gausium.com/,China cleaning robotics
c109,Gecko Robotics,geckorobotics.com,1b,1,vc_portfolio,https://a16z.com/portfolio/,Builds inspection robots with ultrasonic sensors and cameras,https://a16z.com/portfolio/,a16z portfolio - infrastructure inspection
c131,Geek+,geekplus.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Warehouse AMRs
c079,General Intelligence Labs,,1a,1,gh_fork,https://github.com/General-Intelligence-Labs,Building the perception-action stack of embodied intelligence,https://github.com/General-Intelligence-Labs,United States
c046,General Robotics,generalrobotics.company,1a,1,gh_fork,https://github.com/GenRobo,Isaac GR00T N1.6 fork humanoid foundation model,https://github.com/GenRobo,United States
c040,Generative Bionics,gbionics.ai,1a,1,gh_fork,https://github.com/gbionics,Robotics dynamics control and robot learning amplifying humans,https://github.com/gbionics,Italy; LeRobot fork
c027,Genesis AI,genesis-ai.company,1a,1,gh_fork,https://github.com/Genesis-Embodied-AI,Generative world for general-purpose robotics and embodied AI learning,https://github.com/Genesis-Embodied-AI,Genesis simulator; LeRobot fork
c016,GigaAI,gigaai.cc,1a,1,hf_org,https://huggingface.co/open-gigaai,GigaBrain Vision Language Action models for robotics,https://huggingface.co/open-gigaai,HF org; CVPR 2026 RoboTwin track host
c162,Glidance,glidance.io,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,developed a robot that offers autonomous mobility assistance for the visually impaired,https://www.therobotreport.com/rbr50-2024/,Assistive guide robot
c132,GrayMatter Robotics,graymatter-robotics.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,AI-powered surface finishing
c086,Hadrian,hadrian.co,1b,1,vc_portfolio,https://www.luxcapital.com/companies,makes autonomous factories for space and defense manufacturing,https://www.luxcapital.com/companies,Lux portfolio - autonomous manufacturing
c055,HCLTech Robotics,hcltech.com,1a,1,gh_fork,https://github.com/hcltech-robotics,HCLTech Robotics LeRobot fork,https://github.com/hcltech-robotics,India; enterprise services arm
c015,Hebbian Robotics,hebbianrobotics.com,1a,1,hf_model_card,https://huggingface.co/Hebbian-Robotics/pi05_subtask,pi05_subtask Hebbian Robotics fine-tune,https://huggingface.co/Hebbian-Robotics/pi05_subtask,Real-time inference engine for openpi
c133,Hello Robot,hello-robot.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,Hello Robot's Stretch 3 mobile manipulator,https://www.therobotreport.com/rbr50-2025/,In-home assistive mobile manipulator
c225,Humanoid,thehumanoid.com,1c,1,industry_news,https://www.therobotreport.com/galbot-brings-in-300m-to-scale-mobile-manipulator-deployments/,HMND 01 Alpha for industrial facilities,https://www.therobotreport.com/galbot-brings-in-300m-to-scale-mobile-manipulator-deployments/,UK humanoid for industry
c134,Humotech,humotech.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Wearable robotics testing
c050,Industrialnext,industrialnext.com,1a,1,gh_fork,https://github.com/industrialnext,LeRobot MuJoCo and robotics frameworks for industrial automation,https://github.com/industrialnext,United States; 40 robotics repos
c212,Infravision,infravision.com,1c,1,funding_news,https://newmarketpitch.com/blogs/news/robotics-funding-analysis,$91M Series B Nov 2025,https://newmarketpitch.com/blogs/news/robotics-funding-analysis,Drone power line stringing autonomy
c163,Instock,instock.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/,Goods-to-person warehouse robotics
c059,IntBot,intbot.ai,1a,1,gh_fork,https://github.com/intbotinc,Voice AI agents and physical AI inference for robotics,https://github.com/intbotinc,United States; LeRobot fork
c041,Intempus,intempus.org,1a,1,gh_fork,https://github.com/Intempus-Inc,pathOS emotional intelligence for machines; building emotional robots,https://github.com/Intempus-Inc,United States; LeRobot fork
c074,io-ai.tech,io-ai.tech,1a,1,gh_fork,https://github.com/ioai-tech,IO-AI.tech LeRobot fork,https://github.com/ioai-tech,LeRobot fork
c135,Isochronic,isochronic.org,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Robotic motion/timing tech
