company_id,company_name,domain,origins,source_count,primary_source_type,primary_source_url,primary_source_quote,all_sources,notes
c270,Origami Robotics,origami-robotics.com,2a|2e,2,yc,https://www.origami-robotics.com/,Manipulate-anything robots,https://www.origami-robotics.com/;https://www.ycombinator.com/companies/origami-robotics,YC W26 manipulation | YC W26; sold hands to Amazon and RLWRLD
c266,Pivot Robotics,pivotrobotics.com,2a|2e,2,yc,https://www.extruct.ai/blog/ycs25/,AI software for robotic arms metal grinding,https://www.extruct.ai/blog/ycs25/;https://www.ycombinator.com/companies/industry/robotics,YC S25 manipulation | YC; AI software for robot arms in manufacturing
c355,Qualia,qualiastudios.dev,2a|2e,2,news_other,https://www.marionstreetcapital.com/insights/the-robotics-industry-funding-landscape-2025,Platform for training and deploying VLA models,https://www.marionstreetcapital.com/insights/the-robotics-industry-funding-landscape-2025;https://qualiastudios.dev/about,VLA platform | VLA infrastructure / training platform
c353,Rhoda AI,rhoda.ai,2a|2e,2,news_other,https://technode.global/2026/03/11/temasek-backed-rhoda-ai-raises-450m-series-a-funding-to-accelerate-robotics-development/,Temasek-backed robotics development,https://technode.global/2026/03/11/temasek-backed-rhoda-ai-raises-450m-series-a-funding-to-accelerate-robotics-development/;https://www.businesswire.com/news/home/20260310715139/en/Rhoda-AI-Exits-Stealth-with-$450-Million-Series-A-to-Bring-Robots-Out-of-the-Lab-and-Into-the-Real-World,Singapore $450M Series A | CEO Jagdeep Singh; FutureVision video-predictive control model trained on internet videos; $1.7B val
c337,RightHand Robotics,righthandrobotics.com,2a|2d,2,vc_portfolio,https://www.gv.com/portfolio/,Robotic manipulation picking,https://www.gv.com/portfolio/;https://builtin.com/robotics/robotics-companies-roundup,GV portfolio | Piece-picking pioneer; ML grasp planning
c319,Simpl Automation,simplautomation.com,2a,2,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Automated Storage and Retrieval System for warehouses,https://www.massrobotics.org/startups/massrobotics-resident-startups/;https://www.massrobotics.org/,MassRobotics resident | MassRobotics news mention
c288,3DK Tech,,2a,1,accelerator,https://hax.co/company/3dk-tech/,Disrupting the additive manufacturing industry,https://hax.co/company/3dk-tech/,HAX 2023 manufacturing robotics
c291,Able Innovations,ableinnovations.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Smart robotic device for patient transfers,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c349,ABZ Innovation,,2a,1,news_eu,https://tech.eu/2026/01/22/abz-innovation-lands-eur7m-to-scale-autonomous-heavy-lift-drones/,Autonomous heavy-lift drones,https://tech.eu/2026/01/22/abz-innovation-lands-eur7m-to-scale-autonomous-heavy-lift-drones/,EU drone
c293,ACUMINO,acumino.ai,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,AI-powered robot workers for dexterous and dangerous industrial tasks,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c281,Adagy Robotics,,2a,1,yc,https://www.wing.vc/content/yc-w24-demo-day-the-implications-for-enterprise-tech,Scale AI for robotics provides labeled data to create a robotics foundation model,https://www.wing.vc/content/yc-w24-demo-day-the-implications-for-enterprise-tech,YC W24 data
c385,Addverb Technologies,addverb.com,2b,1,india_news,https://inc42.com/features/addverbs-humanoid-bet-how-this-noida-robotics-startup-is-building-physical-ai/,"Noida-based Addverb launched humanoid: 6ft, 80kg, 15kg payload. Plans to build 100 units in next year for 5-6 customers. Reliance-backed.",https://inc42.com/features/addverbs-humanoid-bet-how-this-noida-robotics-startup-is-building-physical-ai/,Noida physical AI humanoid; warehouse/factory manipulation
c359,AeiROBOT,,2b,1,korea_news,https://en.wowtale.net/2025/07/13/231588/,"AeiROBOT raised $7.2M in Series A funding, bringing its total funding to approximately $9.7 million. AeiROBOT is a key member of the government-backed K-Humanoid Alliance.",https://en.wowtale.net/2025/07/13/231588/,"Seoul humanoid startup, K-Humanoid Alliance core member"
c425,Aeolus Robotics,aeolusbot.com,2d,1,consumer_home,https://aeolusbot.com/,Aeolus's aeo is a multi-talented robot that helps people around the world increase productivity and everyday convenience,https://aeolusbot.com/,Service/elder-care robot; verify foundation-model usage
c429,AEVEX Aerospace,aevex.com,2d,1,drone,https://aevex.com/,"AEVEX integrates drones, sea-domain unmanned vehicles, launch systems, AI-driven autonomy, and containerized in-theater manufacturing",https://aevex.com/,IPO April 2026 NYSE:AVEX; full-stack drone with AI autonomy
c333,Agtonomy,agtonomy.com,2a,1,vc_portfolio,https://www.gv.com/portfolio/,Autonomous farming,https://www.gv.com/portfolio/,GV portfolio
c354,AI2 Robotics,ai2robotics.com,2a,1,news_other,https://newmarketpitch.com/blogs/news/robotics-funding-news,AlphaBot embodied-AI robots for indoor service,https://newmarketpitch.com/blogs/news/robotics-funding-news,Embodied AI
c402,Aigen,aigen.io,2d,1,agriculture,https://www.aigen.io/,Aigen building farming system with solar-driven rovers; post-training NVIDIA Cosmos open world foundation models on their specialized data and harnessing NVIDIA Isaac Sim,https://www.aigen.io/,Cosmos foundation model post-training — clear VLA-curve indicator; Jetson Orin edge inference
c264,Albacore,albacore.inc,2a,1,yc,https://www.extruct.ai/data-room/ycombinator-companies-s25/,Autonomous undersea vehicles,https://www.extruct.ai/data-room/ycombinator-companies-s25/,YC S25 maritime
c289,AMATEC,,2a,1,accelerator,https://hax.co/company/amatec/,High-speed construction platform,https://hax.co/company/amatec/,HAX 2023 construction robotics
c352,AMI,,2a,1,news_eu,https://tech.eu/2026/04/14/europes-biggest-seed-rounds-of-q1-2026-top-tech-startups-to-watch/,World models AI for physical environments robotics,https://tech.eu/2026/04/14/europes-biggest-seed-rounds-of-q1-2026-top-tech-startups-to-watch/,EU world models lab
c430,Apium Swarm Robotics,apiumswarmrobotics.com,2d,1,drone,https://dronelife.com/2025/11/04/apium-joins-red-cat-futures-initiative-to-advance-swarming-autonomy-for-tactical-drones/,"Apium Swarm Robotics and Red Cat Holdings signed a Memorandum of Agreement on November 4, 2025; advance Swarming Autonomy for Tactical Drones",https://dronelife.com/2025/11/04/apium-joins-red-cat-futures-initiative-to-advance-swarming-autonomy-for-tactical-drones/,Swarm autonomy; Red Cat Futures partner
c294,Apparel Robotics,apparelrobotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Autonomous clothing manufacturing fabric handling,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c290,Arculus Solutions,,2a,1,accelerator,https://hax.co/company/arculus-solutions/,Future-proof natural gas transmission pipelines,https://hax.co/company/arculus-solutions/,HAX 2023 inspection robotics
c441,Armatrix,armatrix.in,2e,1,recent_funding,https://news.crunchbase.com/robotics/physical-ai-custom-robot-builder-seed-funding-anvil/,"Armatrix builds hyper-redundant snake-like robotic arms designed to perform inspection and maintenance inside hazardous and confined industrial spaces, raising $2.1 million in a pre-seed round led by pi Ventures",https://news.crunchbase.com/robotics/physical-ai-custom-robot-builder-seed-funding-anvil/,Founded by Prateesh Awasthi + Vishrant Dave + Ayush Ranjan; snake arms
c295,Ascend Robotics,ascendrobotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Smart collaborative robots for part handling and precision kitting,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c280,Asimov,tryasimov.ai,2a|2e,1,yc,https://techcrunch.com/2026/03/26/16-of-the-most-interesting-startups-from-yc-w26-demo-day/,Internet-scale marketplace for robot training data,https://techcrunch.com/2026/03/26/16-of-the-most-interesting-startups-from-yc-w26-demo-day/,YC W26 data marketplace | YC W26; founded by Lyem Ningthou + Anshul Verma (ex-Scale AI); humanoid training data
c452,Asimov Robotics India,asimovrobotics.com,2e,1,jobs_signal,https://asimovrobotics.com/about-us.php,Asimov Robotics — manufacturer of industrial and service robots,https://asimovrobotics.com/about-us.php,Different entity from YC Asimov; India-based service/industrial robotics
c384,Ati Motors,atimotors.com,2b,1,india_news,https://www.business-standard.com/india-news/ati-motors-sherpa-mecha-humanoid-launch-india-china-robotics-catchup-125072301325_1.html,Ati Motors unveiled Sherpa Mecha at Product Day 2025 — humanoid-inspired robot for industrial deployment. Raised $20M led by Walden Catalyst and Nokia Growth Partners.,https://www.business-standard.com/india-news/ati-motors-sherpa-mecha-humanoid-launch-india-china-robotics-catchup-125072301325_1.html,Bengaluru industrial humanoid; $37M total funding
c330,Auterion,auterion.com,2a,1,vc_portfolio,https://www.bvp.com/portfolio,Software-defined drones payloads and apps platform,https://www.bvp.com/portfolio,Bessemer portfolio drone OS
c343,Automated Architecture,automatedarchitecture.com,2a,1,news_eu,https://sifted.eu/articles/robotics-startups-rising-europe,Home building startup with robotic solutions,https://sifted.eu/articles/robotics-startups-rising-europe,UK construction robotics
c296,Ava Robotics,avarobotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Intelligent workplace robots,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c418,Avride,avride.ai,2d,1,delivery,https://global.rakuten.com/corp/news/press/2025/0226_01.html,Rakuten Group announced a major expansion of its autonomous delivery service in 2025 featuring Avride robots,https://global.rakuten.com/corp/news/press/2025/0226_01.html,Yandex spinout; Tokyo deployment 2025 via Rakuten
c284,Azalea Robotics,azalearobotics.com,2a,1,yc,https://www.azalearobotics.com/insights/yc-demo-day-s24-highlight,Move luggage at airports using AI robots,https://www.azalearobotics.com/insights/yc-demo-day-s24-highlight,YC S24 mobile manipulation
c297,Black-I Robotics,blackirobotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Autonomous mobile robotic arms for manufacturing and logistics,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c334,Blue Water Autonomy,bluewaterautonomy.com,2a,1,vc_portfolio,https://www.gv.com/portfolio/,Autonomous maritime systems,https://www.gv.com/portfolio/,GV portfolio
c362,Bone AI,bone.ai,2b,1,korea_news,https://techcrunch.com/2025/11/17/bone-ai-raises-funding-to-challenge-asias-defense-giants-with-next-gen-ai-powered-robotics/,Bone AI raised a $12 million seed round led by Third Prime with participation from Kolon Group. Bone AI is based in Seoul and Palo Alto.,https://techcrunch.com/2025/11/17/bone-ai-raises-funding-to-challenge-asias-defense-giants-with-next-gen-ai-powered-robotics/,"Defense-leaning physical AI; UAV/UGV/USV — borderline defense, may be excluded by team"
c257,Boost Robotics,boostrobotics.ai,2a,1,yc,https://www.extruct.ai/ycombinator-companies/x25/,physical agents for inspecting and maintaining digital infrastructure data centers,https://www.extruct.ai/ycombinator-companies/x25/,YC X25 datacenter relevance
c383,Botsync,botsync.com,2b,1,asia_news,https://www.therobotreport.com/botsync-brings-in-investment-from-sginnovate-to-continue-scaling-robots-software/,"Botsync received additional Series A funding from SGInnovate. 240% growth in production trips, 230% revenue growth in 2025. Customers include Ford, Caterpillar, Nestle.",https://www.therobotreport.com/botsync-brings-in-investment-from-sginnovate-to-continue-scaling-robots-software/,Singapore industrial AMR + SyncOS orchestration platform
c335,Bounti,bounti.com,2a,1,vc_portfolio,https://www.gv.com/portfolio/,Agricultural robotics,https://www.gv.com/portfolio/,GV portfolio
c331,Breaker,breakerindustries.com,2a,1,vc_portfolio,https://www.bvp.com/portfolio,AI brain on teams of robots for defense operations,https://www.bvp.com/portfolio,Bessemer portfolio defense robotics
c298,Bridge Appliances,bridgeappliances.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,End-to-end automated kitchen robotics,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c344,Bubble Robotics,,2a,1,news_eu,https://tech.eu/2026/04/21/bubble-robotics-emerges-from-stealth-with-5m-to-scale-autonomous-ocean-robotics/,Autonomous ocean robotics,https://tech.eu/2026/04/21/bubble-robotics-emerges-from-stealth-with-5m-to-scale-autonomous-ocean-robotics/,EU ocean autonomy $5M
c412,Buildots,buildots.com,2d,1,construction,https://www.mastt.com/blogs/construction-ai-companies,"Buildots delivers an AI-powered project tracking solution; completed $45M Series D in May, total capital $166 million",https://www.mastt.com/blogs/construction-ai-companies,AI computer vision for construction progress tracking
c410,Buildroid,buildroid.ai,2d,1,construction,https://www.therobotreport.com/buildroid-ai-expands-simulation-first-robotics-platform-u-s-sites/,"Buildroid emerged from stealth and entered the U.S. market in November 2025, raised $2 million in pre-seed funding led by Tim Draper",https://www.therobotreport.com/buildroid-ai-expands-simulation-first-robotics-platform-u-s-sites/,Simulation-first construction robotics platform
c403,Burro,burro.ai,2d,1,agriculture,https://agfundernews.com/the-7-biggest-farm-robotics-deals-of-2024-so-far,Burro creates autonomous agricultural robots for tasks like grape harvesting and crop scouting,https://agfundernews.com/the-7-biggest-farm-robotics-deals-of-2024-so-far,Autonomous carts for specialty crops; vision-based autonomy
c411,Canvas,canvas.build,2d,1,construction,https://constructiondigital.com/articles/hilti-and-construction-robotics-company-canvas-partner,"Canvas automates drywall finishing — the taping, mudding, and sanding process",https://constructiondigital.com/articles/hilti-and-construction-robotics-company-canvas-partner,Drywall robot; USG and Hilti partnerships; 2024 new robot
c396,Caresyntax,caresyntax.com,2d,1,surgical,https://www.caresyntax.com,"Caresyntax provides AI-powered video analytics for surgical workflow optimization, real-time monitoring, and quality insights",https://www.caresyntax.com,$387.5M raised; vendor-neutral surgical AI; 2025 partnership with Pristine Surgical
c415,Cartken,cartken.com,2d,1,delivery,https://www.cartken.com/,"Founded by ex-Google engineers, Cartken builds compact sidewalk bots; multi-year agreement to deploy up to 2,000 robots on Uber Eats with a fleet of more than 400 by mid-2025",https://www.cartken.com/,"Indoor + outdoor autonomous; Mitsubishi, Grubhub partners"
c427,Castelion,castelion.com,2d,1,drone,https://startupwired.com/2025/03/29/tech-startups-are-disrupting-the-defense-industry/,"Castelion builds hypersonic missile launch platforms, but uses 3D printing and modular design to reduce production costs dramatically; raised $100 million Series A",https://startupwired.com/2025/03/29/tech-startups-are-disrupting-the-defense-industry/,Defense; verify ML perception stack vs hardware focus — borderline
c286,Cerulion,cerulion.com,2a,1,yc,https://www.cerulion.com/,Open-source robot operating system,https://www.cerulion.com/,YC S24 ROS alternative
c299,Cobionix,cobionix.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Autonomous robotics platform for healthcare and manufacturing,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c414,Coco Robotics,cocodelivery.com,2d,1,delivery,https://www.therobotreport.com/coco-robotics-raises-80m-to-scale-sidewalk-delivery-robots/,"Coco 2's capabilities are powered by the industry's largest dataset of sidewalk robot operations, built from millions of miles navigating complex urban environments; operational data continuously strengthening the fleet's AI",https://www.therobotreport.com/coco-robotics-raises-80m-to-scale-sidewalk-delivery-robots/,"$80M raised; Coco 2 launched Feb 2026 fully autonomous; partners with Uber Eats, DoorDash, Wolt"
c300,Cogniteam,cogniteam.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Cloud robotics platform for fleet development and management,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c272,Congruent,congruent.io,2a,1,yc,https://congruent.io/,radars for end-to-end autonomy,https://congruent.io/,YC W26 autonomy
c301,CRABI Robotics,crabi-robotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Autonomous marine robot for underwater hull cleaning,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c388,Crest Robotics,crestrobotics.com,2b,1,anz_news,https://info.cicadainnovations.com/blog/2025-a-year-inside-australias-home-for-deep-tech?hs_amp=true,Crest Robotics is a Cicada Innovations resident; designs robots to enhance human workers' agency. Flagship Poly is the world's first three-limbed parrot-inspired robot designed for the energy sector.,https://info.cicadainnovations.com/blog/2025-a-year-inside-australias-home-for-deep-tech?hs_amp=true,Sydney/Australia energy-sector manipulation robot
c450,Daedalus,daedalus.ai,2e,1,recent_funding,https://techcrunch.com/2024/02/08/daedalus-manufacturing-jonas-schneider-openai-robotics-raises-21-million/,"Daedalus, which is building precision-manufacturing factories powered by AI, raises $21M",https://techcrunch.com/2024/02/08/daedalus-manufacturing-jonas-schneider-openai-robotics-raises-21-million/,Founded by Jonas Schneider (ex-OpenAI Robotics); AI-driven precision-manufacturing factories
c438,Deft Robotics,deftai.co,2e,1,recent_funding,https://en.wowtale.net/2026/02/08/233492/,San Francisco-based Deft Robotics raised undisclosed seed funding from Rainfall Ventures and Korean VC firm SpringCamp,https://en.wowtale.net/2026/02/08/233492/,Founded 2024 by Jason Shin (ex-Hyundai/Motional) + Shane Lee (ex-Tesla); wheeled humanoid drop-in workcells
c373,Dorabot,dorabot.com,2b,1,china_news,https://www.cbinsights.com/company/dorabot,"Dorabot develops AI and computer vision systems for automated parcel sorting and logistics planning. Shenzhen-based; pick-and-place systems, mobile robots.",https://www.cbinsights.com/company/dorabot,Shenzhen warehouse manipulation
c278,DroneTector,dronetector.com,2a,1,yc,https://www.dronetector.com/,Technology to detect and track hostile drones,https://www.dronetector.com/,YC W26 counter-drone
c444,Eka Robotics,eka.com,2e,1,stealth_emerging,https://pitchbook.com/profiles/company/1326584-71,"Eka Robotics was founded in 2025 and is headquartered in Cambridge, MA. The company is a developer of transport robotics systems",https://pitchbook.com/profiles/company/1326584-71,Founded 2025 Cambridge MA; AGVs + control software + fleet mgmt
c443,Ember Robotics,ember.bot,2e,1,jobs_signal,https://aibusiness.com/verticals/former-tesla-ai-lead-launches-robotics-company-alongside-ex-cruise-ceo,"Ember builds hardware and system observability tools for robots and IoT devices, founded by former Tesla Autopilot engineers",https://aibusiness.com/verticals/former-tesla-ai-lead-launches-robotics-company-alongside-ex-cruise-ceo,Ex-Tesla Autopilot founders; observability for robots
c424,Enchanted Tools,enchanted.tools,2d,1,consumer_home,https://www.therobotreport.com/ces-2025-recap-noteworthy-robots-at-this-years-show/,Enchanted Tools' Mirokai robot from French company aims to transform healthcare; companion robot in sensitive environments,https://www.therobotreport.com/ces-2025-recap-noteworthy-robots-at-this-years-show/,Mirokai social/companion robot; healthcare adjacent; first customer delivered 2025
c398,EndoQuest,endoquestrobotics.com,2d,1,surgical,https://www.massdevice.com/endoquest-ai-vision-surgical-robot-nvidia/,"EndoQuest announced plans in October 2025 to integrate Nvidia's IGX Thor platform into its next-generation surgical robotic system focusing on visualization, robotic control and secure cloud services",https://www.massdevice.com/endoquest-ai-vision-surgical-robot-nvidia/,Endoluminal surgical robot; Nvidia AI vision integration
c303,Endox,endoxai.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Egocentric data provider for contextual AI and robotics training,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c379,Energy Robotics,energy-robotics.com,2b,1,europe_news,https://www.eu-startups.com/2025/10/german-startup-energy-robotics-raises-e11-5-million-to-advance-autonomous-robot-and-drone-inspection-software/,Darmstadt's Energy Robotics announced €11.5 million Series A funding co-led by Blue Bear Capital and Climate Investment.,https://www.eu-startups.com/2025/10/german-startup-energy-robotics-raises-e11-5-million-to-advance-autonomous-robot-and-drone-inspection-software/,"Darmstadt inspection software for robots/drones — software-only, niche"
c372,Engine AI,engineai.com.cn,2b,1,china_news,https://english.news.cn/20260109/bab6612656664145bb5becc3781edd59/c.html,Engine AI and Robotera each shipped over 500 units in 2025; among China's top humanoid producers.,https://english.news.cn/20260109/bab6612656664145bb5becc3781edd59/c.html,Shenzhen humanoid
c451,Eureka Robotics,eurekarobotics.com,2e,1,recent_funding,https://techfundingnews.com/eureka-robotics-brainchild-of-ikeabot-founders-raises-4-25m/,"Eureka Robotics, the brainchild of IkeaBot founders raises $4.25M",https://techfundingnews.com/eureka-robotics-brainchild-of-ikeabot-founders-raises-4-25m/,Industrial dexterous manipulation; NTU spinout
c336,Farmwise,farmwise.io,2a,1,vc_portfolio,https://www.gv.com/portfolio/,Autonomous farm equipment,https://www.gv.com/portfolio/,GV portfolio
c434,Fauna Robotics,faunarobotics.com,2e,1,stealth_emerging,https://theaiinsider.tech/2026/01/28/new-yorks-fauna-robotics-emerges-from-stealth-with-sprout-a-lightweight-and-developer-ready-humanoid-platform/,"Fauna Robotics emerged from stealth with Sprout, a compact humanoid robot designed to operate safely around people",https://theaiinsider.tech/2026/01/28/new-yorks-fauna-robotics-emerges-from-stealth-with-sprout-a-lightweight-and-developer-ready-humanoid-platform/,NYC; co-founded by NYU's Lerrel Pinto + Josh Merel; later reported as acquired by Amazon Mar 2026 — still mark as target until confirmed
c363,FingerVision,fingervision.jp,2b,1,japan_news,https://www.fingervision.jp/en/post/20251007,"FingerVision R1 is changing the game in robotics with its groundbreaking tactile sensor technology, the world's first implementation of industrial-grade tactile sensors.",https://www.fingervision.jp/en/post/20251007,Tokyo tactile sensing for food/manipulation; commercial
c262,Flywheel AI,useflywheel.ai,2a,1,yc,https://www.extruct.ai/data-room/ycombinator-companies-s25/,Waymo for excavators,https://www.extruct.ai/data-room/ycombinator-companies-s25/,YC S25 teleop construction
c357,Gather AI,gather.ai,2a,1,news_other,https://newmarketpitch.com/blogs/news/robotics-funding-news,Autonomous warehouse drones and machine vision,https://newmarketpitch.com/blogs/news/robotics-funding-news,Warehouse drones
c381,General Intuition,generalintuition.com,2b,1,europe_news,https://www.eu-startups.com/2025/10/swiss-ai-startup-general-intuition-secures-e114-million-to-bridge-gaming-robotics-and-drones/,"Swiss AI startup General Intuition secures €114 million to bridge gaming, robotics, and drones.",https://www.eu-startups.com/2025/10/swiss-ai-startup-general-intuition-secures-e114-million-to-bridge-gaming-robotics-and-drones/,Switzerland; world model for robotics+drones
c254,General Trajectory,generaltrajectory.com,2a,1,yc,https://www.extruct.ai/ycombinator-companies/w25/,Reasoning models for robotics,https://www.extruct.ai/ycombinator-companies/w25/,YC W25 robotics reasoning model
c365,GITAI,gitai.tech,2b,1,japan_news,https://itbusinesstoday.com/tech/top-10-robotics-companies-driving-japans-innovation-in-2025/,"GITAI is a rising star in space robotics that creates systems for satellite servicing, space station tasks, and exploration missions.",https://itbusinesstoday.com/tech/top-10-robotics-companies-driving-japans-innovation-in-2025/,Japan/US space manipulation; arms-based
c409,Gravis Robotics,gravisrobotics.com,2d,1,construction,https://fortune.com/2025/11/28/gravis-robotics-fundraise-23m-construction-labor-shortage-ai-automation-equipment/,"Gravis Robotics, a Zurich-based startup that is turning heavyweight construction machines into autonomous robots, has raised $23 million",https://fortune.com/2025/11/28/gravis-robotics-fundraise-23m-construction-labor-shortage-ai-automation-equipment/,$23M raised Nov 2025; AI autonomy for heavy construction equipment
c276,GrazeMate,grazemate.com,2a,1,yc,https://grazemate.com/,Robot Cowboys that Herd Cattle with AI Drones,https://grazemate.com/,YC W26 ag drone
c404,Greeneye Technology,greeneye.ag,2d,1,agriculture,https://igrownews.com/autonomous-weeding-robots-drew-more-precision-ag-investment-than-any-other-category-in-2025/,"Greeneye utilizes Artificial Intelligence to disrupt the agricultural pest control process, transitioning from broadcast spraying to precise and selective spraying",https://igrownews.com/autonomous-weeding-robots-drew-more-precision-ag-investment-than-any-other-category-in-2025/,$20M Series B in April 2025; AI-driven selective spraying
c305,GreenSight,greensightag.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Autonomous drone systems and AI,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c347,Grodi,,2a,1,news_eu,https://tech.eu/2026/02/25/grodi-raises-eur25m-led-by-swanlaab-to-advance-greenhouse-automation/,Greenhouse automation,https://tech.eu/2026/02/25/grodi-raises-eur25m-led-by-swanlaab-to-advance-greenhouse-automation/,EU ag robotics
c259,HABIT Robotics,habitrobotics.com,2a,1,yc,https://www.extruct.ai/ycombinator-companies/x25/,intelligent robotics reshaping neighborhood services,https://www.extruct.ai/ycombinator-companies/x25/,YC X25 service robots
