company_id,company_name,domain,origins,source_count,primary_source_type,primary_source_url,primary_source_quote,all_sources,notes
c020,Vizuara AI,vizuara.ai,1a,1,hf_model_card,https://huggingface.co/Vizuara/dreamzero-so101-lora,DreamZero LoRA Models robotics-focused fine-tuning,https://huggingface.co/Vizuara/dreamzero-so101-lora,India; SO-101 robot fine-tunes
c019,VRFAI,,1a,1,hf_model_card,https://huggingface.co/vrfai,Edge AI optimization for VLA; GR00T N1.6 INT8 edge models,https://huggingface.co/vrfai,non-profit; verified HF org with VLA models
c009,Wandelbots,wandelbots.com,1a,1,gh_fork,https://github.com/wandelbotsgmbh,Wandelbots Everyone can work with robots,https://github.com/wandelbotsgmbh,Germany; NOVA SDK; LeRobot fork
c053,Waveshare,waveshare.com,1a,1,gh_fork,https://github.com/waveshareteam,Share awesome hardware roarm_m3 LeRobot fork,https://github.com/waveshareteam,China; hardware vendor
c021,Webstep,webstep.no,1a,1,hf_model_card,https://huggingface.co/webstep/smolvla_single_orange_duplo_pickup,smolvla single orange DUPLO pickup model,https://huggingface.co/webstep/smolvla_single_orange_duplo_pickup,Norway consultancy; multiple smolvla finetunes
c051,WeGo Robotics,wego-robotics.com,1a,1,gh_fork,https://github.com/WeGo-Robotics,WeGo-Robotics Company LeRobot fork,https://github.com/WeGo-Robotics,Korea
c052,WestonRobot,westonrobot.com,1a,1,gh_fork,https://github.com/westonrobot,WestonRobot LeRobot fork,https://github.com/westonrobot,Singapore
c017,Xiaomi Robotics,xiaomi.com,1a,1,hf_org,https://huggingface.co/XiaomiRobotics,Empowering the future of robotics through scalable foundation models,https://huggingface.co/XiaomiRobotics,HF org; Xiaomi-Robotics-0 series 5B params
c031,Yaak.ai,yaak.ai,1a,1,gh_fork,https://github.com/yaak-ai,Develop spatial intelligence effectively foundation models,https://github.com/yaak-ai,Berlin; LeRobot fork
c075,ZenBotix,,1a,1,gh_fork,https://github.com/zenbotix,Dex an instantiation of the LeKiwi LeRobot fork,https://github.com/zenbotix,LeRobot fork
c057,ZeroShot,zeroshotdata.com,1a,1,gh_fork,https://github.com/ZeroShotData,Piper ROS docker Isaac GR00T EgoMimic robot manipulation,https://github.com/ZeroShotData,United States
c156,Brightpick,brightpick.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,Autopicker is the first commercially available AMR that can pick,https://www.therobotreport.com/rbr50-2024/,Warehouse picking AMR; 2024 Application of the Year
c106,Covariant,covariant.ai,1b,1,vc_portfolio,https://a16z.com/portfolio/,Builds universal AI for robotic automation in warehousing,https://a16z.com/portfolio/,a16z portfolio - manipulation foundation models
c111,Osaro,osaro.com,1b,1,vc_portfolio,https://a16z.com/portfolio/,piece-picking robots for warehouse automation using AI vision,https://a16z.com/portfolio/,a16z portfolio - warehouse manipulation
c146,Robust.AI,robust.ai,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Carter collaborative warehouse robot
c113,Zipline,flyzipline.com,1b,1,vc_portfolio,https://a16z.com/portfolio/,autonomous drone delivery service for medical supplies,https://a16z.com/portfolio/,a16z portfolio - delivery drones
c154,Advanced Construction Robotics,constructionrobots.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/,Construction rebar robots
c104,Aerodome,aerodome.com,1b,1,vc_portfolio,https://a16z.com/portfolio/,Deploys automated video-equipped drones for emergency response,https://a16z.com/portfolio/,a16z portfolio - public safety drones
c155,Ambi Robotics,ambirobotics.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/,Parcel sortation manipulation
c124,Asensus Surgical,asensus.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Surgical robotics
c105,Built Robotics,builtrobotics.com,1b,1,vc_portfolio,https://a16z.com/portfolio/,Transforms commercial excavators into autonomous trenching robots,https://a16z.com/portfolio/,a16z portfolio - construction autonomy
c160,Exotec,exotec.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/,Skypod warehouse system
c108,Farm-ng,farm-ng.com,1b,1,vc_portfolio,https://a16z.com/portfolio/,electric micro-tractor for farming tasks,https://a16z.com/portfolio/,a16z portfolio - agricultural robots
c131,Geek+,geekplus.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Warehouse AMRs
c133,Hello Robot,hello-robot.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,Hello Robot's Stretch 3 mobile manipulator,https://www.therobotreport.com/rbr50-2025/,In-home assistive mobile manipulator
c163,Instock,instock.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/,Goods-to-person warehouse robotics
c137,Levita Magnetics,levita.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Magnetic surgical robotics
c140,Locus Robotics,locusrobotics.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,autonomous mobile robots that work alongside warehouse workers,https://www.therobotreport.com/rbr50-2025/,Warehouse AMRs
c118,Moon Surgical,moonsurgical.com,1b,1,vc_portfolio,https://www.feedtheai.com/nventures-portfolio-ai-startups-backed-by-nvidia/,Maestro a robotic surgical assistant for minimally invasive surgery,https://www.feedtheai.com/nventures-portfolio-ai-startups-backed-by-nvidia/,NVentures-backed - surgical robotics
c168,Mushiny,mushiny.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/,Warehouse AMR/sortation
c171,Renovate Robotics,renovaterobotics.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2024/,RBR50 Robotics Innovation Awards 2024 winner,https://www.therobotreport.com/rbr50-2024/,Roofing/construction robots
c147,Saildrone,saildrone.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Autonomous ocean USVs
c148,Shadow Robot,shadowrobot.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Dexterous robotic hands
c150,Symbotic,symbotic.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,Symbotic Named 2024 RBR50 Robotics Innovation Award Winner,https://www.therobotreport.com/rbr50-2025/,Warehouse automation
c082,Vayu Robotics,vayurobotics.com,1b,1,vc_portfolio,https://www.khoslaventures.com/portfolio/,Building delivery bots,https://www.khoslaventures.com/portfolio/,Khosla portfolio - delivery robots
c123,ABB Robotics,abb.com,1b,1,rbr50,https://www.therobotreport.com/rbr50-2025/,RBR50 Robotics Innovation Awards 2025 winner,https://www.therobotreport.com/rbr50-2025/,Industrial robot maker
c242,Embodied AI,embodiedai.ch,1c,1,industry_news,https://www.startus-insights.com/innovators-guide/embodied-ai-startups/,multimodal AI systems soft robotic arms Helix Manipulator,https://www.startus-insights.com/innovators-guide/embodied-ai-startups/,Swiss soft manipulator VLA
c187,X Square Robot,xsquare.ai,1c,1,funding_news,https://www.therobotreport.com/x-square-robot-secures-140m-in-funding-for-ai-foundation-models/,$140M Series A++ Jan 2026 from ByteDance HongShan,https://www.therobotreport.com/x-square-robot-secures-140m-in-funding-for-ai-foundation-models/,WALL-A VLA system Shenzhen embodied AI foundation models
c228,AgiBot,agibot.com,1c,1,humanoid_tracker,https://www.scmp.com/tech/tech-trends/article/3307356/chinas-humanoid-robot-sector-enters-mass-production-unitree-agibot-among-pack,mass production with Unitree among pack JD.com investor,https://www.scmp.com/tech/tech-trends/article/3307356/chinas-humanoid-robot-sector-enters-mass-production-unitree-agibot-among-pack,Shanghai Zhiyuan humanoid
c191,Distalmotion,distalmotion.com,1c,1,funding_news,https://newmarketpitch.com/blogs/news/robotics-funding-analysis,$150M Series D+ Nov 2025,https://newmarketpitch.com/blogs/news/robotics-funding-analysis,Dexter surgical robot Switzerland
c249,Foundation,foundation.bot,1c,1,industry_news,https://sfstandard.com/2025/08/13/humanoid-robots-military-foundation-terminator/,SF startup building humanoid robots plans 50000 by 2027,https://sfstandard.com/2025/08/13/humanoid-robots-military-foundation-terminator/,US humanoid industrial defense
c178,Galbot,galbot.com,1c,1,funding_news,https://www.therobotreport.com/galbot-brings-in-300m-to-scale-mobile-manipulator-deployments/,raised over $300M total $800M valuation $3B,https://www.therobotreport.com/galbot-brings-in-300m-to-scale-mobile-manipulator-deployments/,Beijing mobile manipulator G1 warehouses hospitals
c210,Lucid Bots,lucidbots.com,1c,1,funding_news,https://newmarketpitch.com/blogs/news/robotics-funding-analysis,$20M Series B Mar 2026,https://newmarketpitch.com/blogs/news/robotics-funding-analysis,Cleaning drones for buildings
c186,Lumos Robotics,lumosrobotics.ai,1c,1,funding_news,https://humanoidroboticstechnology.com/articles/humanoid-funding-rounds-in-2025/,reportedly raised nearly $28M angel funding humanoid platform,https://humanoidroboticstechnology.com/articles/humanoid-funding-rounds-in-2025/,Shenzhen full-stack humanoid embodied AI brain
c234,MagicLab,magiclab.top,1c,1,humanoid_tracker,https://blog.robozaps.com/b/humanoid-robot-companies,China humanoid MagicBot,https://blog.robozaps.com/b/humanoid-robot-companies,Humanoid robotics China
