company_id,company_name,domain,origins,source_count,primary_source_type,primary_source_url,primary_source_quote,all_sources,notes
c270,Origami Robotics,origami-robotics.com,2a|2e,2,yc,https://www.origami-robotics.com/,Manipulate-anything robots,https://www.origami-robotics.com/;https://www.ycombinator.com/companies/origami-robotics,YC W26 manipulation | YC W26; sold hands to Amazon and RLWRLD
c266,Pivot Robotics,pivotrobotics.com,2a|2e,2,yc,https://www.extruct.ai/blog/ycs25/,AI software for robotic arms metal grinding,https://www.extruct.ai/blog/ycs25/;https://www.ycombinator.com/companies/industry/robotics,YC S25 manipulation | YC; AI software for robot arms in manufacturing
c355,Qualia,qualiastudios.dev,2a|2e,2,news_other,https://www.marionstreetcapital.com/insights/the-robotics-industry-funding-landscape-2025,Platform for training and deploying VLA models,https://www.marionstreetcapital.com/insights/the-robotics-industry-funding-landscape-2025;https://qualiastudios.dev/about,VLA platform | VLA infrastructure / training platform
c353,Rhoda AI,rhoda.ai,2a|2e,2,news_other,https://technode.global/2026/03/11/temasek-backed-rhoda-ai-raises-450m-series-a-funding-to-accelerate-robotics-development/,Temasek-backed robotics development,https://technode.global/2026/03/11/temasek-backed-rhoda-ai-raises-450m-series-a-funding-to-accelerate-robotics-development/;https://www.businesswire.com/news/home/20260310715139/en/Rhoda-AI-Exits-Stealth-with-$450-Million-Series-A-to-Bring-Robots-Out-of-the-Lab-and-Into-the-Real-World,Singapore $450M Series A | CEO Jagdeep Singh; FutureVision video-predictive control model trained on internet videos; $1.7B val
c337,RightHand Robotics,righthandrobotics.com,2a|2d,2,vc_portfolio,https://www.gv.com/portfolio/,Robotic manipulation picking,https://www.gv.com/portfolio/;https://builtin.com/robotics/robotics-companies-roundup,GV portfolio | Piece-picking pioneer; ML grasp planning
c319,Simpl Automation,simplautomation.com,2a,2,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Automated Storage and Retrieval System for warehouses,https://www.massrobotics.org/startups/massrobotics-resident-startups/;https://www.massrobotics.org/,MassRobotics resident | MassRobotics news mention
c288,3DK Tech,,2a,1,accelerator,https://hax.co/company/3dk-tech/,Disrupting the additive manufacturing industry,https://hax.co/company/3dk-tech/,HAX 2023 manufacturing robotics
c291,Able Innovations,ableinnovations.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Smart robotic device for patient transfers,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c349,ABZ Innovation,,2a,1,news_eu,https://tech.eu/2026/01/22/abz-innovation-lands-eur7m-to-scale-autonomous-heavy-lift-drones/,Autonomous heavy-lift drones,https://tech.eu/2026/01/22/abz-innovation-lands-eur7m-to-scale-autonomous-heavy-lift-drones/,EU drone
c293,ACUMINO,acumino.ai,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,AI-powered robot workers for dexterous and dangerous industrial tasks,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c281,Adagy Robotics,,2a,1,yc,https://www.wing.vc/content/yc-w24-demo-day-the-implications-for-enterprise-tech,Scale AI for robotics provides labeled data to create a robotics foundation model,https://www.wing.vc/content/yc-w24-demo-day-the-implications-for-enterprise-tech,YC W24 data
c385,Addverb Technologies,addverb.com,2b,1,india_news,https://inc42.com/features/addverbs-humanoid-bet-how-this-noida-robotics-startup-is-building-physical-ai/,"Noida-based Addverb launched humanoid: 6ft, 80kg, 15kg payload. Plans to build 100 units in next year for 5-6 customers. Reliance-backed.",https://inc42.com/features/addverbs-humanoid-bet-how-this-noida-robotics-startup-is-building-physical-ai/,Noida physical AI humanoid; warehouse/factory manipulation
c359,AeiROBOT,,2b,1,korea_news,https://en.wowtale.net/2025/07/13/231588/,"AeiROBOT raised $7.2M in Series A funding, bringing its total funding to approximately $9.7 million. AeiROBOT is a key member of the government-backed K-Humanoid Alliance.",https://en.wowtale.net/2025/07/13/231588/,"Seoul humanoid startup, K-Humanoid Alliance core member"
c425,Aeolus Robotics,aeolusbot.com,2d,1,consumer_home,https://aeolusbot.com/,Aeolus's aeo is a multi-talented robot that helps people around the world increase productivity and everyday convenience,https://aeolusbot.com/,Service/elder-care robot; verify foundation-model usage
c429,AEVEX Aerospace,aevex.com,2d,1,drone,https://aevex.com/,"AEVEX integrates drones, sea-domain unmanned vehicles, launch systems, AI-driven autonomy, and containerized in-theater manufacturing",https://aevex.com/,IPO April 2026 NYSE:AVEX; full-stack drone with AI autonomy
c333,Agtonomy,agtonomy.com,2a,1,vc_portfolio,https://www.gv.com/portfolio/,Autonomous farming,https://www.gv.com/portfolio/,GV portfolio
c354,AI2 Robotics,ai2robotics.com,2a,1,news_other,https://newmarketpitch.com/blogs/news/robotics-funding-news,AlphaBot embodied-AI robots for indoor service,https://newmarketpitch.com/blogs/news/robotics-funding-news,Embodied AI
c402,Aigen,aigen.io,2d,1,agriculture,https://www.aigen.io/,Aigen building farming system with solar-driven rovers; post-training NVIDIA Cosmos open world foundation models on their specialized data and harnessing NVIDIA Isaac Sim,https://www.aigen.io/,Cosmos foundation model post-training — clear VLA-curve indicator; Jetson Orin edge inference
c264,Albacore,albacore.inc,2a,1,yc,https://www.extruct.ai/data-room/ycombinator-companies-s25/,Autonomous undersea vehicles,https://www.extruct.ai/data-room/ycombinator-companies-s25/,YC S25 maritime
c289,AMATEC,,2a,1,accelerator,https://hax.co/company/amatec/,High-speed construction platform,https://hax.co/company/amatec/,HAX 2023 construction robotics
c352,AMI,,2a,1,news_eu,https://tech.eu/2026/04/14/europes-biggest-seed-rounds-of-q1-2026-top-tech-startups-to-watch/,World models AI for physical environments robotics,https://tech.eu/2026/04/14/europes-biggest-seed-rounds-of-q1-2026-top-tech-startups-to-watch/,EU world models lab
c430,Apium Swarm Robotics,apiumswarmrobotics.com,2d,1,drone,https://dronelife.com/2025/11/04/apium-joins-red-cat-futures-initiative-to-advance-swarming-autonomy-for-tactical-drones/,"Apium Swarm Robotics and Red Cat Holdings signed a Memorandum of Agreement on November 4, 2025; advance Swarming Autonomy for Tactical Drones",https://dronelife.com/2025/11/04/apium-joins-red-cat-futures-initiative-to-advance-swarming-autonomy-for-tactical-drones/,Swarm autonomy; Red Cat Futures partner
c294,Apparel Robotics,apparelrobotics.com,2a,1,accelerator,https://www.massrobotics.org/startups/massrobotics-resident-startups/,Autonomous clothing manufacturing fabric handling,https://www.massrobotics.org/startups/massrobotics-resident-startups/,MassRobotics resident
c290,Arculus Solutions,,2a,1,accelerator,https://hax.co/company/arculus-solutions/,Future-proof natural gas transmission pipelines,https://hax.co/company/arculus-solutions/,HAX 2023 inspection robotics
